ID,Name,Species,Variant,Generation,Rarity,Evolves_from,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image_url,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank
335,Zangoose,Zangoose,NULL,3,Common,NULL,Normal,NULL,458,73,115,60,60,60,90,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,Permitted,0,0,0
336,Seviper,Seviper,NULL,3,Common,NULL,Poison,NULL,458,73,100,60,100,60,65,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,Permitted,0,0,0
337,Lunatone,Lunatone,NULL,3,Common,NULL,Rock,Psychic,460,90,55,65,95,85,70,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,Permitted,0,0,0
338,Solrock,Solrock,NULL,3,Common,NULL,Rock,Psychic,460,90,95,85,55,65,70,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,Permitted,0,0,0
339,Barboach,Barboach,NULL,3,Common,NULL,Water,Ground,288,50,48,43,46,41,60,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,Permitted,0,0,0
340,Whiscash,Whiscash,NULL,3,Common,Barboach,Water,Ground,468,110,78,73,76,71,60,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,Permitted,0,0,0
341,Corphish,Corphish,NULL,3,Common,NULL,Water,NULL,308,43,80,65,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,Permitted,0,0,0
343,Baltoy,Baltoy,NULL,3,Common,NULL,Ground,Psychic,300,40,40,55,40,70,55,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,Permitted,0,0,0
345,Lileep,Lileep,NULL,3,Common,NULL,Rock,Grass,355,66,41,77,61,87,23,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,Permitted,0,0,0
347,Anorith,Anorith,NULL,3,Common,NULL,Rock,Bug,355,45,95,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,Permitted,0,0,0
348,Armaldo,Armaldo,NULL,3,Common,Anorith,Rock,Bug,495,75,125,100,70,80,45,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,Permitted,0,0,0
349,Feebas,Feebas,NULL,3,Common,NULL,Water,NULL,200,20,15,20,10,55,80,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,Permitted,0,0,0
351,Castform,Castform,NULL,3,Common,NULL,Normal,NULL,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,Permitted,0,0,0
351,Castform Sunny Form,Castform,Sunny Form,3,Common,NULL,Fire,NULL,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,Permitted,0,0,0
351,Castform Rainy Form,Castform,Rainy Form,3,Common,NULL,Water,NULL,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,Permitted,0,0,0
351,Castform Snowy Form,Castform,Snowy Form,3,Common,NULL,Ice,NULL,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,Permitted,0,0,0
352,Kecleon,Kecleon,NULL,3,Common,NULL,Normal,NULL,440,60,90,70,60,120,40,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,Permitted,0,0,0
353,Shuppet,Shuppet,NULL,3,Common,NULL,Ghost,NULL,295,44,75,35,63,33,45,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,Permitted,0,0,0
354,Mega Banette,Banette,Mega,6,Common,Banette,Ghost,NULL,555,64,165,75,93,83,75,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,Banned,0,0,0
354,Banette,Banette,NULL,3,Common,Shuppet,Ghost,NULL,455,64,115,65,83,63,65,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,Permitted,0,0,0
355,Duskull,Duskull,NULL,3,Common,NULL,Ghost,NULL,295,20,40,90,30,90,25,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,Permitted,0,0,0
357,Tropius,Tropius,NULL,3,Common,NULL,Grass,Flying,460,99,68,83,72,87,51,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,Permitted,0,0,0
358,Chimecho,Chimecho,NULL,3,Common,Chingling,Psychic,NULL,455,75,50,80,95,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,Permitted,0,0,0
359,Absol,Absol,NULL,3,Common,NULL,Dark,NULL,465,65,130,60,75,60,75,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,Permitted,0,0,0
359,Mega Absol,Absol,Mega,6,Common,Absol,Dark,NULL,565,65,150,60,115,60,115,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,Banned,0,0,0
361,Snorunt,Snorunt,NULL,3,Common,NULL,Ice,NULL,300,50,50,50,50,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,Permitted,0,0,0
362,Mega Glalie,Glalie,Mega,6,Common,Glalie,Ice,NULL,580,80,120,80,120,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,Banned,0,0,0
362,Glalie,Glalie,NULL,3,Common,Snorunt,Ice,NULL,480,80,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,Permitted,0,0,0
363,Spheal,Spheal,NULL,3,Common,NULL,Ice,Water,290,70,40,50,55,50,25,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,Permitted,0,0,0
364,Sealeo,Sealeo,NULL,3,Common,Spheal,Ice,Water,410,90,60,70,75,70,45,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,Permitted,0,0,0
365,Walrein,Walrein,NULL,3,Common,Sealeo,Ice,Water,530,110,80,90,95,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,Permitted,0,0,0
366,Clamperl,Clamperl,NULL,3,Common,NULL,Water,NULL,345,35,64,85,74,55,32,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,Permitted,0,0,0
367,Huntail,Huntail,NULL,3,Common,Clamperl,Water,NULL,485,55,104,105,94,75,52,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,Permitted,0,0,0
368,Gorebyss,Gorebyss,NULL,3,Common,Clamperl,Water,NULL,485,55,84,105,114,75,52,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,Permitted,0,0,0
369,Relicanth,Relicanth,NULL,3,Common,NULL,Water,Rock,485,100,90,130,45,65,55,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,Permitted,0,0,0
370,Luvdisc,Luvdisc,NULL,3,Common,NULL,Water,NULL,330,43,30,55,40,65,97,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,Permitted,0,0,0
371,Bagon,Bagon,NULL,3,Common,NULL,Dragon,NULL,300,45,75,60,40,30,50,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,Permitted,0,0,0
372,Shelgon,Shelgon,NULL,3,Common,Bagon,Dragon,NULL,420,65,95,100,60,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,Permitted,0,0,0
373,Mega Salamence,Salamence,Mega,6,Common,Salamence,Dragon,Flying,700,95,145,130,120,90,120,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,Banned,0,0,0
374,Beldum,Beldum,NULL,3,Common,NULL,Steel,Psychic,300,40,55,80,35,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,Permitted,0,0,0
375,Metang,Metang,NULL,3,Common,Beldum,Steel,Psychic,420,60,75,100,55,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,Permitted,0,0,0
376,Mega Metagross,Metagross,Mega,6,Common,Metagross,Steel,Psychic,700,80,145,150,105,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,Banned,0,0,0
387,Turtwig,Turtwig,NULL,4,Common,NULL,Grass,NULL,318,55,68,64,45,55,31,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,Permitted,0,0,0
388,Grotle,Grotle,NULL,4,Common,Turtwig,Grass,NULL,405,75,89,85,55,65,36,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,Permitted,0,0,0
389,Torterra,Torterra,NULL,4,Common,Grotle,Grass,Ground,525,95,109,105,75,85,56,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,Permitted,0,0,0
390,Chimchar,Chimchar,NULL,4,Common,NULL,Fire,NULL,309,44,58,44,58,44,61,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,Permitted,0,0,0
391,Monferno,Monferno,NULL,4,Common,Chimchar,Fire,Fighting,405,64,78,52,78,52,81,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,Permitted,0,0,0
392,Infernape,Infernape,NULL,4,Common,Monferno,Fire,Fighting,534,76,104,71,104,71,108,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,Permitted,0,0,0
393,Piplup,Piplup,NULL,4,Common,NULL,Water,NULL,314,53,51,53,61,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,Permitted,0,0,0
394,Prinplup,Prinplup,NULL,4,Common,Piplup,Water,NULL,405,64,66,68,81,76,50,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,Permitted,0,0,0
395,Empoleon,Empoleon,NULL,4,Common,Prinplup,Water,Steel,530,84,86,88,111,101,60,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,Permitted,0,0,0
396,Starly,Starly,NULL,4,Common,NULL,Normal,Flying,245,40,55,30,30,30,60,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,Permitted,0,0,0
397,Staravia,Staravia,NULL,4,Common,Starly,Normal,Flying,340,55,75,50,40,40,80,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,Permitted,0,0,0
398,Staraptor,Staraptor,NULL,4,Common,Staravia,Normal,Flying,485,85,120,70,50,60,100,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,Permitted,0,0,0
399,Bidoof,Bidoof,NULL,4,Common,NULL,Normal,NULL,250,59,45,40,35,40,31,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,Permitted,0,0,0
400,Bibarel,Bibarel,NULL,4,Common,Bidoof,Normal,Water,410,79,85,60,55,60,71,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,Permitted,0,0,0
401,Kricketot,Kricketot,NULL,4,Common,NULL,Bug,NULL,194,37,25,41,25,41,25,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,Permitted,0,0,0
402,Kricketune,Kricketune,NULL,4,Common,Kricketot,Bug,NULL,384,77,85,51,55,51,65,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,Permitted,0,0,0
403,Shinx,Shinx,NULL,4,Common,NULL,Electric,NULL,263,45,65,34,40,34,45,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,Permitted,0,0,0
404,Luxio,Luxio,NULL,4,Common,Shinx,Electric,NULL,363,60,85,49,60,49,60,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,Permitted,0,0,0
408,Cranidos,Cranidos,NULL,4,Common,NULL,Rock,NULL,350,67,125,40,30,30,58,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,Permitted,0,0,0
409,Rampardos,Rampardos,NULL,4,Common,Cranidos,Rock,NULL,495,97,165,60,65,50,58,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,Permitted,0,0,0
410,Shieldon,Shieldon,NULL,4,Common,NULL,Rock,Steel,350,30,42,118,42,88,30,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,Permitted,0,0,0
411,Bastiodon,Bastiodon,NULL,4,Common,Shieldon,Rock,Steel,495,60,52,168,47,138,30,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,Permitted,0,0,0
412,Burmy Plant Cloak,Burmy,Plant Cloak,4,Common,NULL,Bug,NULL,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-plant.png,Permitted,0,0,0
412,Burmy Sandy Cloak,Burmy,Sandy Cloak,4,Common,NULL,Bug,NULL,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-sandy.png,Permitted,0,0,0
412,Burmy Trash Cloak,Burmy,Trash Cloak,4,Common,NULL,Bug,NULL,224,40,29,45,29,45,36,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-trash.png,Permitted,0,0,0
413,Wormadam Plant Cloak,Wormadam,Plant Cloak,4,Common,Burmy,Bug,Grass,424,60,59,85,79,105,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,Permitted,0,0,0
413,Wormadam Sandy Cloak,Wormadam,Sandy Cloak,4,Common,Burmy,Bug,Ground,424,60,79,105,59,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,Permitted,0,0,0
413,Wormadam Trash Cloak,Wormadam,Trash Cloak,4,Common,Burmy,Bug,Steel,424,60,69,95,69,95,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,Permitted,0,0,0
414,Mothim,Mothim,NULL,4,Common,Burmy,Bug,Flying,424,70,94,50,94,50,66,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,Permitted,0,0,0
415,Combee,Combee,NULL,4,Common,NULL,Bug,Flying,244,30,30,42,30,42,70,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,Permitted,0,0,0
416,Vespiquen,Vespiquen,NULL,4,Common,Combee,Bug,Flying,474,70,80,102,80,102,40,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,Permitted,0,0,0
417,Pachirisu,Pachirisu,NULL,4,Common,NULL,Electric,NULL,405,60,45,70,45,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,Permitted,0,0,0
418,Buizel,Buizel,NULL,4,Common,NULL,Water,NULL,330,55,65,35,60,30,85,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,Permitted,0,0,0
419,Floatzel,Floatzel,NULL,4,Common,Buizel,Water,NULL,495,85,105,55,85,50,115,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,Permitted,0,0,0
420,Cherubi,Cherubi,NULL,4,Common,NULL,Grass,NULL,275,45,35,45,62,53,35,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,Permitted,0,0,0
422,Shellos,Shellos,NULL,4,Common,NULL,Water,NULL,325,76,48,48,57,62,34,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,Permitted,0,0,0
424,Ambipom,Ambipom,NULL,4,Common,Aipom,Normal,NULL,482,75,100,66,60,66,115,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,Permitted,0,0,0
425,Drifloon,Drifloon,NULL,4,Common,NULL,Ghost,Flying,348,90,50,34,60,44,70,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,Permitted,0,0,0
427,Buneary,Buneary,NULL,4,Common,NULL,Normal,NULL,350,55,66,44,44,56,85,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,Permitted,0,0,0
428,Mega Lopunny,Lopunny,Mega,6,Common,Lopunny,Normal,Fighting,580,65,136,94,54,96,135,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,Banned,0,0,0
429,Mismagius,Mismagius,NULL,4,Common,Misdreavus,Ghost,NULL,495,60,60,60,105,105,105,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,Permitted,0,0,0
430,Honchkrow,Honchkrow,NULL,4,Common,Murkrow,Dark,Flying,505,100,125,52,105,52,71,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,Permitted,0,0,0
431,Glameow,Glameow,NULL,4,Common,NULL,Normal,NULL,310,49,55,42,42,37,85,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,Permitted,0,0,0
432,Purugly,Purugly,NULL,4,Common,Glameow,Normal,NULL,452,71,82,64,64,59,112,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,Permitted,0,0,0
434,Stunky,Stunky,NULL,4,Common,NULL,Poison,Dark,329,63,63,47,41,41,74,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,Permitted,0,0,0
435,Skuntank,Skuntank,NULL,4,Common,Stunky,Poison,Dark,479,103,93,67,71,61,84,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,Permitted,0,0,0
436,Bronzor,Bronzor,NULL,4,Common,NULL,Steel,Psychic,300,57,24,86,24,86,23,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,Permitted,0,0,0
441,Chatot,Chatot,NULL,4,Common,NULL,Normal,Flying,411,76,65,45,92,42,91,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,Permitted,0,0,0
442,Spiritomb,Spiritomb,NULL,4,Common,NULL,Ghost,Dark,485,50,92,108,92,108,35,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,Permitted,0,0,0
443,Gible,Gible,NULL,4,Common,NULL,Dragon,Ground,300,58,70,45,40,45,42,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,Permitted,0,0,0
444,Gabite,Gabite,NULL,4,Common,Gible,Dragon,Ground,410,68,90,65,50,55,82,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,Permitted,0,0,0
445,Mega Garchomp,Garchomp,Mega,6,Common,Garchomp,Dragon,Ground,700,108,170,115,120,95,92,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,Banned,0,0,0
448,Mega Lucario,Lucario,Mega,6,Common,Lucario,Fighting,Steel,625,70,145,88,140,70,112,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,Banned,0,0,0
449,Hippopotas,Hippopotas,NULL,4,Common,NULL,Ground,NULL,330,68,72,78,38,42,32,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,Permitted,0,0,0
451,Skorupi,Skorupi,NULL,4,Common,NULL,Poison,Bug,330,40,50,90,30,55,65,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,Permitted,0,0,0
453,Croagunk,Croagunk,NULL,4,Common,NULL,Poison,Fighting,300,48,61,40,61,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,Permitted,0,0,0
455,Carnivine,Carnivine,NULL,4,Common,NULL,Grass,NULL,454,74,100,72,90,72,46,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,Permitted,0,0,0
456,Finneon,Finneon,NULL,4,Common,NULL,Water,NULL,330,49,49,56,49,61,66,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,Permitted,0,0,0
457,Lumineon,Lumineon,NULL,4,Common,Finneon,Water,NULL,460,69,69,76,69,86,91,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,Permitted,0,0,0
459,Snover,Snover,NULL,4,Common,NULL,Grass,Ice,334,60,62,50,62,60,40,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,Permitted,0,0,0
460,Mega Abomasnow,Abomasnow,Mega,6,Common,Abomasnow,Grass,Ice,594,90,132,105,132,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png,Banned,0,0,0
467,Magmortar,Magmortar,NULL,4,Common,Magmar,Fire,NULL,540,75,95,67,125,95,83,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,Permitted,0,0,0
469,Yanmega,Yanmega,NULL,4,Common,Yanma,Bug,Flying,515,86,76,86,116,56,95,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,Permitted,0,0,0
472,Gliscor,Gliscor,NULL,4,Common,Gligar,Ground,Flying,510,75,95,125,45,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,Permitted,0,0,0
475,Mega Gallade,Gallade,Mega,6,Common,Gallade,Psychic,Fighting,618,68,165,95,65,115,110,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,Banned,0,0,0
476,Probopass,Probopass,NULL,4,Common,Nosepass,Rock,Steel,525,60,55,145,75,150,40,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,Permitted,0,0,0
479,Rotom,Rotom,NULL,4,Common,NULL,Electric,Ghost,440,50,50,77,95,77,91,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,Permitted,0,0,0
495,Snivy,Snivy,NULL,5,Common,NULL,Grass,NULL,308,45,45,55,45,55,63,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,Permitted,0,0,0
496,Servine,Servine,NULL,5,Common,Snivy,Grass,NULL,413,60,60,75,60,75,83,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,Permitted,0,0,0
497,Serperior,Serperior,NULL,5,Common,Servine,Grass,NULL,528,75,75,95,75,95,113,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,Permitted,0,0,0
498,Tepig,Tepig,NULL,5,Common,NULL,Fire,NULL,308,65,63,45,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,Permitted,0,0,0
499,Pignite,Pignite,NULL,5,Common,Tepig,Fire,Fighting,418,90,93,55,70,55,55,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,Permitted,0,0,0
500,Emboar,Emboar,NULL,5,Common,Pignite,Fire,Fighting,528,110,123,65,100,65,65,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,Permitted,0,0,0
501,Oshawott,Oshawott,NULL,5,Common,NULL,Water,NULL,308,55,55,45,63,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,Permitted,0,0,0
502,Dewott,Dewott,NULL,5,Common,Oshawott,Water,NULL,413,75,75,60,83,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,Permitted,0,0,0
503,Samurott,Samurott,NULL,5,Common,Dewott,Water,NULL,528,95,100,85,108,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,Permitted,0,0,0
503,Hisuian Samurott,Samurott,Hisuian,5,Common,Dewott,Water,Dark,528,90,108,80,100,65,85,https://img.pokemondb.net/s.png,Permitted,0,0,0
504,Patrat,Patrat,NULL,5,Common,NULL,Normal,NULL,255,45,55,39,35,39,42,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,Permitted,0,0,0
505,Watchog,Watchog,NULL,5,Common,Patrat,Normal,NULL,420,60,85,69,60,69,77,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,Permitted,0,0,0
506,Lillipup,Lillipup,NULL,5,Common,NULL,Normal,NULL,275,45,60,45,25,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,Permitted,0,0,0
507,Herdier,Herdier,NULL,5,Common,Lillipup,Normal,NULL,370,65,80,65,35,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,Permitted,0,0,0
509,Purrloin,Purrloin,NULL,5,Common,NULL,Dark,NULL,281,41,50,37,50,37,66,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,Permitted,0,0,0
511,Pansage,Pansage,NULL,5,Common,NULL,Grass,NULL,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,Permitted,0,0,0
512,Simisage,Simisage,NULL,5,Common,Pansage,Grass,NULL,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,Permitted,0,0,0
513,Pansear,Pansear,NULL,5,Common,NULL,Fire,NULL,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,Permitted,0,0,0
514,Simisear,Simisear,NULL,5,Common,Pansear,Fire,NULL,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,Permitted,0,0,0
515,Panpour,Panpour,NULL,5,Common,NULL,Water,NULL,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,Permitted,0,0,0
516,Simipour,Simipour,NULL,5,Common,Panpour,Water,NULL,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,Permitted,0,0,0
517,Munna,Munna,NULL,5,Common,NULL,Psychic,NULL,292,76,25,45,67,55,24,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,Permitted,0,0,0
518,Musharna,Musharna,NULL,5,Common,Munna,Psychic,NULL,487,116,55,85,107,95,29,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,Permitted,0,0,0
519,Pidove,Pidove,NULL,5,Common,NULL,Normal,Flying,264,50,55,50,36,30,43,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,Permitted,0,0,0
520,Tranquill,Tranquill,NULL,5,Common,Pidove,Normal,Flying,358,62,77,62,50,42,65,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,Permitted,0,0,0
522,Blitzle,Blitzle,NULL,5,Common,NULL,Electric,NULL,295,45,60,32,50,32,76,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,Permitted,0,0,0
523,Zebstrika,Zebstrika,NULL,5,Common,Blitzle,Electric,NULL,497,75,100,63,80,63,116,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,Permitted,0,0,0
524,Roggenrola,Roggenrola,NULL,5,Common,NULL,Rock,NULL,280,55,75,85,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,Permitted,0,0,0
525,Boldore,Boldore,NULL,5,Common,Roggenrola,Rock,NULL,390,70,105,105,50,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,Permitted,0,0,0
527,Woobat,Woobat,NULL,5,Common,NULL,Psychic,Flying,323,65,45,43,55,43,72,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,Permitted,0,0,0
529,Drilbur,Drilbur,NULL,5,Common,NULL,Ground,NULL,328,60,85,40,30,45,68,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,Permitted,0,0,0
531,Mega Audino,Audino,Mega,6,Common,Audino,Normal,Fairy,545,103,60,126,80,126,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,Banned,0,0,0
531,Audino,Audino,NULL,5,Common,NULL,Normal,NULL,445,103,60,86,60,86,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,Permitted,0,0,0
532,Timburr,Timburr,NULL,5,Common,NULL,Fighting,NULL,305,75,80,55,25,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,Permitted,0,0,0
533,Gurdurr,Gurdurr,NULL,5,Common,Timburr,Fighting,NULL,405,85,105,85,40,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,Permitted,0,0,0
535,Tympole,Tympole,NULL,5,Common,NULL,Water,NULL,294,50,50,40,50,40,64,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,Permitted,0,0,0
536,Palpitoad,Palpitoad,NULL,5,Common,Tympole,Water,Ground,384,75,65,55,65,55,69,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,Permitted,0,0,0
538,Throh,Throh,NULL,5,Common,NULL,Fighting,NULL,465,120,100,85,30,85,45,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,Permitted,0,0,0
539,Sawk,Sawk,NULL,5,Common,NULL,Fighting,NULL,465,75,125,75,30,75,85,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,Permitted,0,0,0
540,Sewaddle,Sewaddle,NULL,5,Common,NULL,Bug,Grass,310,45,53,70,40,60,42,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,Permitted,0,0,0
541,Swadloon,Swadloon,NULL,5,Common,Sewaddle,Bug,Grass,380,55,63,90,50,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,Permitted,0,0,0
