Move,Use Percentage,Pokemon,Monthly Move Use,Damage Class,Type1,Type2
Dark Pulse,10.092,Inteleon,1.11012,Special,Water,Water
Dark Pulse,11.828,Hatterene,2.60216,Special,Psychic,Fairy
Dark Pulse,45.551,Porygon-Z,3.18857,Special,Normal,Normal
Dark Pulse,44.908,Duraludon,3.59264,Special,Steel,Dragon
Dark Pulse,22.436,Mow Rotom,0.67308,Special,Electric,Grass
Dark Pulse,48.631,Zoroark,0,Special,Dark,Dark
Dark Pulse,51.133,Clawitzer,0,Special,Water,Water
Dark Pulse,16.804,Thievul,0,Special,Dark,Dark
Dark Pulse,20.054,Ninetales,0,Special,Fire,Fire
Dark Pulse,18.34,Frost Rotom,0,Special,Electric,Ice
Dark Pulse,13.21,Polteageist,0,Special,Ghost,Ghost
Dark Pulse,19.873,Noivern,0,Special,Flying,Dragon
Dark Pulse,8.061,Beheeyem,0,Special,Psychic,Psychic
Sucker Punch,98.103,Urshifu Single Strike Style,122.62875,Physical,Fighting,Dark
Sucker Punch,22.29,Sableye,10.4763,Physical,Ghost,Dark
Sucker Punch,92.159,Cinderace,41.47155,Physical,Fire,Fire
Sucker Punch,7.116,Dragapult,3.84264,Physical,Ghost,Dragon
Sucker Punch,13.306,Liepard,2.12896,Physical,Dark,Dark
Sucker Punch,6.39,Hitmontop,1.7253,Physical,Fighting,Fighting
Sucker Punch,6.971,Meowstic Male,1.04565,Physical,Psychic,Psychic
Sucker Punch,16.92,Galarian Moltres,5.922,Physical,Dark,Flying
Sucker Punch,98.244,Kangaskhan,5.89464,Physical,Normal,Normal
Sucker Punch,78.223,Shiftry,2.34669,Physical,Grass,Dark
Sucker Punch,61.556,Pincurchin,5.54004,Physical,Electric,Electric
Sucker Punch,96.162,Bisharp,9.6162,Physical,Dark,Steel
Sucker Punch,95.402,Dugtrio,2.86206,Physical,Ground,Ground
Sucker Punch,27.508,Grapploct,0,Physical,Fighting,Fighting
Sucker Punch,6.893,Zoroark,0,Physical,Dark,Dark
Sucker Punch,27.786,Golisopod,0,Physical,Bug,Water
Sucker Punch,4.62,Lycanroc Dusk Form,0,Physical,Rock,Rock
Sucker Punch,4.659,Decidueye,0,Physical,Grass,Ghost
Sucker Punch,29.126,Maractus,0,Physical,Grass,Grass
Sucker Punch,26.135,Lycanroc Midday Form,0,Physical,Rock,Rock
Glacial Lance,99.987,Calyrex Ice Rider,293.96178,Physical,Psychic,Ice
Body Press,16.525,Calyrex Ice Rider,48.5835,Physical,Psychic,Ice
Body Press,74.99,Ferrothorn,98.2369,Physical,Grass,Steel
Body Press,44.194,Torkoal,27.84222,Physical,Fire,Fire
Body Press,90.996,Bronzong,24.56892,Physical,Psychic,Steel
Body Press,13.137,Glastrier,1.70781,Physical,Ice,Ice
Body Press,53.526,Stakataka,12.31098,Physical,Steel,Rock
Body Press,25.692,Slowbro,1.02768,Physical,Water,Psychic
Body Press,52.708,Mudsdale,3.16248,Physical,Ground,Ground
Body Press,44.864,Gigalith,1.79456,Physical,Rock,Rock
Body Press,26.619,Appletun,1.06476,Physical,Grass,Dragon
Body Press,97.884,Registeel,2.93652,Physical,Steel,Steel
Body Press,64.218,Stonjourner,1.92654,Physical,Rock,Rock
Body Press,30.903,Corviknight,3.0903,Physical,Flying,Steel
Body Press,45.465,Kommo-o,0.9093,Physical,Dragon,Fighting
Body Press,71.581,Runerigus,0,Physical,Ground,Ghost
Body Press,12.098,Copperajah,0,Physical,Steel,Steel
Body Press,30.477,Hippowdon,0,Physical,Ground,Ground
Body Press,52.355,Cofagrigus,0,Physical,Ghost,Ghost
Body Press,7.151,Turtonator,0,Physical,Fire,Dragon
Body Press,62.438,Magnezone,0,Physical,Electric,Steel
Body Press,12.081,Sandaconda,0,Physical,Ground,Ground
Body Press,70.578,Miltank,0,Physical,Normal,Normal
Body Press,49.779,Claydol,0,Physical,Ground,Psychic
Body Press,8.182,Lickilicky,0,Physical,Normal,Normal
Body Press,92.58,Steelix,0,Physical,Ground,Steel
Iron Defense,15.771,Calyrex Ice Rider,46.36674,Status,Psychic,Ice
Iron Defense,64.478,Ferrothorn,84.46618,Status,Grass,Steel
Iron Defense,82.208,Bronzong,22.19616,Status,Psychic,Steel
Iron Defense,13.671,Slowking,0.27342,Status,Water,Psychic
Iron Defense,25.56,Slowbro,1.0224,Status,Water,Psychic
Iron Defense,12.545,Gigalith,0.5018,Status,Rock,Rock
Iron Defense,27.015,Appletun,1.0806,Status,Grass,Dragon
Iron Defense,96.185,Registeel,2.88555,Status,Steel,Steel
Iron Defense,10.606,Corviknight,1.0606,Status,Flying,Steel
Iron Defense,45.465,Kommo-o,0.9093,Status,Dragon,Fighting
Iron Defense,6.993,Turtonator,0,Status,Fire,Dragon
Hydro Pump,57.369,Kingdra,21.22653,Special,Water,Dragon
Hydro Pump,5.338,Tapu Fini,3.95012,Special,Water,Fairy
Hydro Pump,6.112,Seismitoad,3.60608,Special,Water,Ground
Hydro Pump,93.473,Lapras,57.01853,Special,Water,Ice
Hydro Pump,9.451,Milotic,2.8353,Special,Water,Water
Hydro Pump,84,Wash Rotom,13.44,Special,Electric,Water
Hydro Pump,28.99,Ludicolo,4.6384,Special,Water,Grass
Hydro Pump,70.102,Slowbro,2.80408,Special,Water,Psychic
Hydro Pump,24.024,Pincurchin,2.16216,Special,Electric,Electric
Hydro Pump,4.717,Jellicent,0.28302,Special,Water,Ghost
Hydro Pump,93.18,Wishiwashi Solo Form,0.9318,Special,Water,Water
Hydro Pump,82.963,Mantine,2.48889,Special,Water,Flying
Hydro Pump,39.352,Starmie,0,Special,Water,Psychic
Hydro Pump,4.913,Golduck,0,Special,Water,Water
Hydro Pump,8.816,Galarian Slowbro,0,Special,Poison,Psychic
Hydro Pump,17.14,Crawdaunt,0,Special,Water,Dark
Hydro Pump,15.887,Cursola,0,Special,Ghost,Ghost
Hydro Pump,12.163,Exploud,0,Special,Normal,Normal
Hydro Pump,50.962,Tentacruel,0,Special,Poison,Water
Hydro Pump,26.033,Dragalge,0,Special,Poison,Dragon
Flamethrower,15.511,Torkoal,9.77193,Special,Fire,Fire
Flamethrower,72.593,Eternatus,29.76313,Special,Poison,Dragon
Flamethrower,8.867,Dragapult,4.78818,Special,Ghost,Dragon
Flamethrower,13.641,Celesteela,3.54666,Special,Flying,Steel
Flamethrower,29.263,Arcanine,6.73049,Special,Fire,Fire
Flamethrower,68.506,Salamence,5.48048,Special,Flying,Dragon
Flamethrower,12.189,Slowking,0.24378,Special,Water,Psychic
Flamethrower,32.402,Alolan Exeggutor,1.94412,Special,Grass,Dragon
Flamethrower,22.748,Blacephalon,2.04732,Special,Fire,Ghost
Flamethrower,27.349,Heatran,2.46141,Special,Fire,Steel
Flamethrower,32.067,Goodra,1.92402,Special,Dragon,Dragon
Flamethrower,38.335,Silvally,0.7667,Special,Normal,Normal
Flamethrower,95.415,Manectric,2.86245,Special,Electric,Electric
Flamethrower,37.546,Kommo-o,0.75092,Special,Dragon,Fighting
Flamethrower,9.896,Blissey,0.29688,Special,Normal,Normal
Flamethrower,87.07,Drampa,3.4828,Special,Normal,Dragon
Flamethrower,16.792,Zoroark,0,Special,Dark,Dark
Flamethrower,13.071,Slurpuff,0,Special,Fairy,Fairy
Flamethrower,14.868,Turtonator,0,Special,Fire,Dragon
Flamethrower,14.108,Salazzle,0,Special,Poison,Fire
Flamethrower,7.063,Galarian Slowbro,0,Special,Poison,Psychic
Flamethrower,15.157,Noivern,0,Special,Flying,Dragon
Flamethrower,73.147,Flygon,0,Special,Ground,Dragon
Flamethrower,64.579,Exploud,0,Special,Normal,Normal
Flamethrower,58.7,Wigglytuff,0,Special,Normal,Fairy
Flamethrower,4.816,Lickilicky,0,Special,Normal,Normal
Recover,67.506,Porygon2,78.98202,Status,Normal,Normal
Recover,34.977,Eternatus,14.34057,Status,Poison,Dragon
Recover,74.765,Alcremie,13.4577,Status,Fairy,Fairy
Recover,32.26,Milotic,9.678,Status,Water,Water
Recover,99.921,Toxapex,4.99605,Status,Poison,Water
Recover,6.34,Jellicent,0.3804,Status,Water,Ghost
Recover,13.82,Latias,0.8292,Status,Psychic,Dragon
Recover,20.241,Cradily,2.22651,Status,Rock,Grass
Recover,27.734,Reuniclus,0,Status,Psychic,Psychic
Recover,4.317,Orbeetle,0,Status,Bug,Psychic
Tri Attack,22.802,Porygon2,26.67834,Special,Normal,Normal
Tri Attack,53.847,Porygon-Z,3.76929,Special,Normal,Normal
Tri Attack,10.716,Blissey,0.32148,Special,Normal,Normal
Ally Switch,16.619,Porygon2,19.44423,Status,Normal,Normal
Ally Switch,96.977,Shedinja,40.73034,Status,Bug,Ghost
Ally Switch,26.309,Sableye,12.36523,Status,Ghost,Dark
Ally Switch,74.335,Gothitelle,14.867,Status,Psychic,Psychic
Ally Switch,82.713,Bronzong,22.33251,Status,Psychic,Steel
Ally Switch,11.747,Togekiss,4.58133,Status,Fairy,Flying
Ally Switch,6.317,Dragapult,3.41118,Status,Ghost,Dragon
Ally Switch,53.806,Comfey,29.05524,Status,Fairy,Fairy
Ally Switch,15.681,Metagross,4.23387,Status,Psychic,Steel
Ally Switch,5.648,Clefairy,1.412,Status,Fairy,Fairy
Ally Switch,68.447,Mienshao,12.32046,Status,Fighting,Fighting
Ally Switch,34.467,Chansey,2.06802,Status,Normal,Normal
Ally Switch,5.418,Dusk Mane Necrozma,2.65482,Status,Psychic,Steel
Ally Switch,4.952,Meowstic Male,0.7428,Status,Psychic,Psychic
Ally Switch,37.051,Wash Rotom,5.92816,Status,Electric,Water
Ally Switch,16.236,Alolan Marowak,2.59776,Status,Fire,Ghost
Ally Switch,59.192,Kingler,5.32728,Status,Water,Water
Ally Switch,77.416,Oranguru,13.16072,Status,Normal,Psychic
Ally Switch,6.418,Nihilego,0.44926,Status,Rock,Poison
Ally Switch,9.186,Heliolisk,0.73488,Status,Electric,Normal
Ally Switch,31.462,Chandelure,2.83158,Status,Fire,Ghost
Ally Switch,89.322,Froslass,3.57288,Status,Ice,Ghost
Ally Switch,23.795,Latias,1.4277,Status,Psychic,Dragon
Ally Switch,96.007,Trevenant,1.92014,Status,Grass,Ghost
Ally Switch,94.644,Swoobat,1.89288,Status,Psychic,Flying
Ally Switch,34.486,Cresselia,3.4486,Status,Psychic,Psychic
Ally Switch,86.068,Dugtrio,2.58204,Status,Ground,Ground
Ally Switch,16.552,Gengar,1.6552,Status,Ghost,Poison
Ally Switch,80.589,Espeon,2.41767,Status,Psychic,Psychic
Ally Switch,51.218,Hawlucha,1.53654,Status,Fighting,Flying
Ally Switch,6.024,Mime Galarian Mr. Mime,0.12048,Status,Psychic,Ice
Ally Switch,12.476,Dhelmise,0,Status,Grass,Ghost
Ally Switch,9.592,Runerigus,0,Status,Ground,Ghost
Ally Switch,71.905,Cofagrigus,0,Status,Ghost,Ghost
Ally Switch,45.57,Ribombee,0,Status,Bug,Fairy
Ally Switch,13.044,Mr. Mime,0,Status,Psychic,Fairy
Ally Switch,9.986,Magnezone,0,Status,Electric,Steel
Ally Switch,3.867,Gallade,0,Status,Psychic,Fighting
Ally Switch,33.341,Gourgeist Small Size,0,Status,Grass,Ghost
Ally Switch,11.027,Malamar,0,Status,Dark,Psychic
Ally Switch,13.432,Frost Rotom,0,Status,Electric,Ice
Ally Switch,4.862,Polteageist,0,Status,Ghost,Ghost
Ally Switch,14.567,Aromatisse,0,Status,Fairy,Fairy
Ally Switch,67.222,Claydol,0,Status,Ground,Psychic
Ally Switch,43.42,Dedenne,0,Status,Electric,Fairy
Ally Switch,10.64,Dusknoir,0,Status,Ghost,Ghost
Ally Switch,12.638,Wigglytuff,0,Status,Normal,Fairy
Brutal Swing,9.282,Tornadus Incarnate Forme,17.72862,Physical,Flying,Flying
Brutal Swing,3.672,Raichu,3.41496,Physical,Electric,Electric
Brutal Swing,19.036,Oranguru,3.23612,Physical,Normal,Psychic
Brutal Swing,41.955,Krookodile,4.61505,Physical,Ground,Dark
Brutal Swing,19.264,Dracozolt,1.54112,Physical,Electric,Dragon
Brutal Swing,38.672,Alolan Exeggutor,2.32032,Physical,Grass,Dragon
Brutal Swing,10.415,Goodra,0.6249,Physical,Dragon,Dragon
Brutal Swing,9.288,Scyther,0,Physical,Bug,Flying
Detect,28.526,Zapdos,47.92368,Status,Electric,Flying
Detect,22.811,Urshifu Single Strike Style,28.51375,Status,Fighting,Dark
Detect,21.076,Urshifu Rapid Strike Style,12.22408,Status,Water,Fighting
Detect,8.12,Galarian Zapdos,2.1112,Status,Fighting,Flying
Detect,26.106,Alolan Marowak,4.17696,Status,Fire,Ghost
Detect,38.05,Riolu,4.9465,Status,Fighting,Fighting
Detect,9.855,Conkeldurr,0.9855,Status,Fighting,Fighting
Detect,17.947,Blaziken,1.07682,Status,Fire,Fighting
Detect,54.959,Grapploct,0,Status,Fighting,Fighting
Detect,3.882,Zoroark,0,Status,Dark,Dark
Detect,29.659,Sirfetch'd,0,Status,Fighting,Fighting
Detect,10.533,Unfezant,0,Status,Normal,Flying
Detect,27.258,Jolteon,0,Status,Electric,Electric
Detect,43.44,Marowak,0,Status,Ground,Ground
Detect,23.342,Flareon,0,Status,Fire,Fire
Roost,15.034,Zapdos,25.25712,Status,Electric,Flying
Roost,25.813,Mandibuzz,0.77439,Status,Dark,Flying
Roost,10.686,Dragonite,1.0686,Status,Flying,Dragon
Roost,81.883,Corviknight,8.1883,Status,Flying,Steel
Roost,46.221,Dunsparce,0,Status,Normal,Normal
Roost,91.575,Noctowl,0,Status,Normal,Flying
Weather Ball,13.405,Zapdos,22.5204,Special,Electric,Flying
Weather Ball,74.341,Venusaur,151.65564,Special,Grass,Poison
Weather Ball,20.378,Thundurus Therian Forme,1.83402,Special,Electric,Flying
Weather Ball,8.603,Ludicolo,1.37648,Special,Water,Grass
Weather Ball,83.581,Heliolisk,6.68648,Special,Electric,Normal
Weather Ball,51.643,Moltres,1.54929,Special,Fire,Flying
Weather Ball,92.09,Drifblim,2.7627,Special,Ghost,Flying
Weather Ball,47.691,Articuno,1.90764,Special,Ice,Flying
Weather Ball,19.464,Leafeon,0.9732,Special,Grass,Grass
Weather Ball,37.488,Glaceon,0.37488,Special,Ice,Ice
Weather Ball,48.143,Espeon,1.44429,Special,Psychic,Psychic
Weather Ball,24.207,Jolteon,0,Special,Electric,Electric
Weather Ball,84.609,Maractus,0,Special,Grass,Grass
Leaf Blade,99.828,Kartana,117.79704,Physical,Grass,Steel
Leaf Blade,26.859,Shiftry,0.80577,Physical,Grass,Dark
Leaf Blade,7.619,Sceptile,0.38095,Physical,Grass,Grass
Leaf Blade,76.994,Lurantis,3.07976,Physical,Grass,Grass
Leaf Blade,51.141,Leafeon,2.55705,Physical,Grass,Grass
Leaf Blade,73.099,Virizion,0,Physical,Grass,Fighting
Leaf Blade,51.716,Sirfetch'd,0,Physical,Fighting,Fighting
Leaf Blade,22.641,Gallade,0,Physical,Psychic,Fighting
Leaf Blade,50.742,Decidueye,0,Physical,Grass,Ghost
Smart Strike,98.388,Kartana,116.09784,Physical,Grass,Steel
Smart Strike,9.785,Cobalion,0.5871,Physical,Fighting,Steel
Smart Strike,6.01,Seaking,0,Physical,Water,Water
Aerial Ace,90.58,Kartana,106.8844,Physical,Grass,Steel
Aerial Ace,29.688,Dracozolt,2.37504,Physical,Electric,Dragon
Aerial Ace,10.724,Gallade,0,Physical,Psychic,Fighting
Aerial Ace,23.487,Heracross,0,Physical,Bug,Fighting
Hydro Cannon,85.941,Blastoise,84.22218,Special,Water,Water
Terrain Pulse,7.782,Blastoise,7.62636,Special,Water,Water
Terrain Pulse,79.634,Clawitzer,0,Special,Water,Water
Sleep Powder,87.975,Venusaur,179.469,Status,Grass,Poison
Sleep Powder,96.23,Butterfree,15.3968,Status,Bug,Flying
Sleep Powder,83.252,Alolan Exeggutor,4.99512,Status,Grass,Dragon
Sleep Powder,93.858,Lilligant,0,Status,Grass,Grass
Sleep Powder,92.891,Roserade,0,Status,Grass,Poison
Sleep Powder,72.667,Tangrowth,0,Status,Grass,Grass
Sleep Powder,99.799,Tangela,0,Status,Grass,Grass
Sleep Powder,88.358,Eldegoss,0,Status,Grass,Grass
Sleep Powder,94.007,Vileplume,0,Status,Grass,Poison
Sludge Bomb,41.102,Venusaur,83.84808,Special,Grass,Poison
Sludge Bomb,83.793,Weezing,36.03099,Special,Poison,Poison
Sludge Bomb,55.993,Eternatus,22.95713,Special,Poison,Dragon
Sludge Bomb,18.408,Landorus Incarnate Forme,4.23384,Special,Ground,Flying
Sludge Bomb,10.883,Thundurus Therian Forme,0.97947,Special,Electric,Flying
Sludge Bomb,27.757,Galarian Weezing,2.22056,Special,Poison,Fairy
Sludge Bomb,87.91,Nihilego,6.1537,Special,Rock,Poison
Sludge Bomb,20.438,Jellicent,1.22628,Special,Water,Ghost
Sludge Bomb,29.745,Cradily,3.27195,Special,Rock,Grass
Sludge Bomb,32.545,Goodra,1.9527,Special,Dragon,Dragon
Sludge Bomb,64.906,Gengar,6.4906,Special,Ghost,Poison
Sludge Bomb,30.638,Zoroark,0,Special,Dark,Dark
Sludge Bomb,27.498,Salazzle,0,Special,Poison,Fire
Sludge Bomb,93.605,Toxtricity Low Key Form,0,Special,Electric,Poison
Sludge Bomb,16.924,Galarian Slowbro,0,Special,Poison,Psychic
Sludge Bomb,99.818,Roserade,0,Special,Grass,Poison
Sludge Bomb,16.585,Tangrowth,0,Special,Grass,Grass
Sludge Bomb,19.632,Tangela,0,Special,Grass,Grass
Sludge Bomb,80.15,Vileplume,0,Special,Grass,Poison
Sludge Bomb,92.384,Tentacruel,0,Special,Poison,Water
Sludge Bomb,86.902,Dragalge,0,Special,Poison,Dragon
Frenzy Plant,29.596,Venusaur,60.37584,Special,Grass,Poison
Leech Seed,71.176,Ferrothorn,93.24056,Status,Grass,Steel
Leech Seed,37.948,Celesteela,9.86648,Status,Flying,Steel
Leech Seed,8.532,Tapu Bulu,0.17064,Status,Grass,Fairy
Leech Seed,4.862,Cherrim,0.38896,Status,Grass,Grass
Leech Seed,82.452,Exeggutor,2.47356,Status,Grass,Psychic
Leech Seed,26.518,Alolan Exeggutor,1.59108,Status,Grass,Dragon
Leech Seed,50.409,Cradily,5.54499,Status,Rock,Grass
Leech Seed,74.628,Appletun,2.98512,Status,Grass,Dragon
Leech Seed,5.314,Tangrowth,0,Status,Grass,Grass
Leech Seed,90.805,Tangela,0,Status,Grass,Grass
Leech Seed,33.642,Maractus,0,Status,Grass,Grass
Power Whip,54.295,Ferrothorn,71.12645,Physical,Grass,Steel
Power Whip,90.577,Seismitoad,53.44043,Physical,Water,Ground
Power Whip,80.68,Tsareena,20.9768,Physical,Grass,Grass
Power Whip,72.523,Gyarados,10.87845,Physical,Water,Flying
Power Whip,93.6,Centiskorch,11.232,Physical,Fire,Bug
Power Whip,19.181,Goodra,1.15086,Physical,Dragon,Dragon
Power Whip,72.612,Dhelmise,0,Physical,Grass,Ghost
Power Whip,41.499,Copperajah,0,Physical,Steel,Steel
Power Whip,40.912,Gourgeist Small Size,0,Physical,Grass,Ghost
Power Whip,17.602,Gourgeist Super Size,0,Physical,Grass,Ghost
Power Whip,15.788,Lickilicky,0,Physical,Normal,Normal
Power Whip,100,Gourgeist Large Size,0,Physical,Grass,Ghost
Gyro Ball,33.77,Ferrothorn,44.2387,Physical,Grass,Steel
Gyro Ball,76.334,Stakataka,17.55682,Physical,Steel,Rock
Gyro Ball,86.833,Greedent,0.86833,Physical,Normal,Normal
Gyro Ball,9.427,Perrserker,0,Physical,Steel,Steel
Gyro Ball,3.126,Lickilicky,0,Physical,Normal,Normal
Transform,100,Ditto,74,Status,Normal,Normal
Wicked Blow,99.409,Urshifu Single Strike Style,124.26125,Physical,Fighting,Dark
Close Combat,98.953,Urshifu Single Strike Style,123.69125,Physical,Fighting,Dark
Close Combat,98.438,Urshifu Rapid Strike Style,57.09404,Physical,Water,Fighting
Close Combat,13.412,Barraskewda,4.96244,Physical,Water,Water
Close Combat,93.054,Pheromosa,26.98566,Physical,Bug,Fighting
Close Combat,52.68,Zamazenta Crowned Shield,21.5988,Physical,Fighting,Steel
Close Combat,99.302,Mienshao,17.87436,Physical,Fighting,Fighting
Close Combat,19.604,Glastrier,2.54852,Physical,Ice,Ice
Close Combat,77.873,Hitmontop,21.02571,Physical,Fighting,Fighting
Close Combat,34.009,Galarian Zapdos,8.84234,Physical,Fighting,Flying
Close Combat,47.328,Escavalier,4.25952,Physical,Bug,Steel
Close Combat,14.788,Lucario,1.33092,Physical,Fighting,Steel
Close Combat,42.491,Mudsdale,2.54946,Physical,Ground,Ground
Close Combat,30.294,Obstagoon,1.81764,Physical,Dark,Normal
Close Combat,61.933,Scrafty,3.71598,Physical,Fighting,Dark
Close Combat,48.927,Conkeldurr,4.8927,Physical,Fighting,Fighting
Close Combat,64.67,Terrakion,3.2335,Physical,Rock,Fighting
Close Combat,88.937,Cobalion,5.33622,Physical,Fighting,Steel
Close Combat,5.209,Machamp,0.20836,Physical,Fighting,Fighting
Close Combat,11.669,Tyrantrum,107.12142,Physical,Rock,Dragon
Close Combat,30.935,Blaziken,1.8561,Physical,Fire,Fighting
Close Combat,45.632,Hawlucha,1.36896,Physical,Fighting,Flying
Close Combat,10.076,Haxorus,0,Physical,Dragon,Dragon
Close Combat,97.334,Braviary,0,Physical,Normal,Flying
Close Combat,65.522,Virizion,0,Physical,Grass,Fighting
Close Combat,23.175,Sharpedo,0,Physical,Water,Dark
Close Combat,79.028,Sirfetch'd,0,Physical,Fighting,Fighting
Close Combat,74.369,Gallade,0,Physical,Psychic,Fighting
Close Combat,2.553,Lopunny,0,Physical,Normal,Normal
Close Combat,34.831,Golisopod,0,Physical,Bug,Water
Close Combat,89.49,Lycanroc Dusk Form,0,Physical,Rock,Rock
Close Combat,71.445,Perrserker,0,Physical,Steel,Steel
Close Combat,81.375,Bouffalant,0,Physical,Normal,Normal
Close Combat,9.528,Crawdaunt,0,Physical,Water,Dark
Close Combat,97.664,Heracross,0,Physical,Bug,Fighting
Close Combat,93.997,Falinks,0,Physical,Fighting,Fighting
Close Combat,94.732,Passimian,0,Physical,Fighting,Fighting
Close Combat,46.49,Lycanroc Midday Form,0,Physical,Rock,Rock
Close Combat,28.473,Poliwrath,0,Physical,Water,Fighting
Close Combat,28.055,Lycanroc Midnight Form,0,Physical,Rock,Rock
Close Combat,63.549,Hitmonlee,0,Physical,Fighting,Fighting
Poison Jab,7.804,Urshifu Single Strike Style,9.755,Physical,Fighting,Dark
Poison Jab,5.298,Urshifu Rapid Strike Style,3.07284,Physical,Water,Fighting
Poison Jab,4.799,Pheromosa,1.39171,Physical,Bug,Fighting
Poison Jab,11.245,Toxicroak,0.2249,Physical,Poison,Fighting
Poison Jab,24.121,Bisharp,2.4121,Physical,Dark,Steel
Poison Jab,19.973,Conkeldurr,1.9973,Physical,Fighting,Fighting
Poison Jab,8.238,Hawlucha,0.24714,Physical,Fighting,Flying
Poison Jab,3.347,Haxorus,0,Physical,Dragon,Dragon
Poison Jab,19.311,Sirfetch'd,0,Physical,Fighting,Fighting
Poison Jab,20.833,Gallade,0,Physical,Psychic,Fighting
Poison Jab,8.534,Golisopod,0,Physical,Bug,Water
Poison Jab,23.912,Drapion,0,Physical,Dark,Poison
Poison Jab,7.903,Poliwrath,0,Physical,Water,Fighting
Poison Jab,9.603,Hitmonlee,0,Physical,Fighting,Fighting
Poison Jab,90.139,Scolipede,0,Physical,Bug,Poison
Poison Jab,6.758,Dunsparce,0,Physical,Normal,Normal
Flash Cannon,11.624,White Kyurem,11.0428,Special,Dragon,Ice
Flash Cannon,58.062,Celesteela,15.09612,Special,Flying,Steel
Flash Cannon,12.506,Dusk Mane Necrozma,6.12794,Special,Psychic,Steel
Flash Cannon,46.602,Hydreigon,6.05826,Special,Dark,Dragon
Flash Cannon,57.482,Aegislash Shield Forme,5.7482,Special,Steel,Ghost
Flash Cannon,92.256,Duraludon,7.38048,Special,Steel,Dragon
Flash Cannon,70.739,Heatran,6.36651,Special,Fire,Steel
Flash Cannon,13.838,Vikavolt,0.41514,Special,Bug,Electric
Flash Cannon,13.816,Kommo-o,0.27632,Special,Dragon,Fighting
Flash Cannon,83.459,Turtonator,0,Special,Fire,Dragon
Flash Cannon,96.756,Magnezone,0,Special,Electric,Steel
Flash Cannon,91.962,Magneton,0,Special,Electric,Steel
Flash Cannon,11.082,Reuniclus,0,Special,Psychic,Psychic
Flash Cannon,7.316,Sigilyph,0,Special,Psychic,Flying
Flash Cannon,73.532,Beheeyem,0,Special,Psychic,Psychic
Overheat,99.979,Heat Rotom,42.99097,Special,Electric,Fire
Overheat,8.209,Volcarona,2.29852,Special,Fire,Bug
Overheat,20.404,Talonflame,4.48888,Special,Fire,Flying
Overheat,9.951,Chandelure,0.89559,Special,Fire,Ghost
Overheat,6.108,Manectric,0.18324,Special,Electric,Electric
Overheat,10.983,Blaziken,0.65898,Special,Fire,Fighting
Overheat,93.984,Torracat,0,Special,Fire,Fire
Overheat,21.689,Salazzle,0,Special,Poison,Fire
Overheat,48.736,Ninetales,0,Special,Fire,Fire
Overheat,11.474,Exploud,0,Special,Normal,Normal
Steel Beam,75.212,Lucario,6.76908,Special,Fighting,Steel
Steel Beam,8.738,Duraludon,0.69904,Special,Steel,Dragon
Steel Beam,6.84,Heatran,0.6156,Special,Fire,Steel
Steel Beam,8.127,Magnezone,0,Special,Electric,Steel
Steel Beam,8.1,Magneton,0,Special,Electric,Steel
Power Gem,5.125,Dusk Mane Necrozma,2.51125,Special,Psychic,Steel
Power Gem,87.349,Nihilego,6.11443,Special,Rock,Poison
Power Gem,8.939,Cursola,0,Special,Ghost,Ghost
Dragon Pulse,93.75,Regidrago,11.25,Special,Dragon,Dragon
Dragon Pulse,4.689,Heliolisk,0.37512,Special,Electric,Normal
Dragon Pulse,15.512,Sceptile,0.7756,Special,Grass,Grass
Dragon Pulse,20.966,Duraludon,1.67728,Special,Steel,Dragon
Dragon Pulse,24.042,Appletun,0.96168,Special,Grass,Dragon
Dragon Pulse,17.419,Giratina Altered Forme,1.56771,Special,Ghost,Dragon
Dragon Pulse,28.146,Goodra,1.68876,Special,Dragon,Dragon
Dragon Pulse,27.603,Clawitzer,0,Special,Water,Water
Dragon Pulse,10.923,Turtonator,0,Special,Fire,Dragon
Dragon Pulse,61.955,Flygon,0,Special,Ground,Dragon
Dragon Pulse,12.992,Dragalge,0,Special,Poison,Dragon
Shadow Sneak,98.581,Shedinja,41.40402,Physical,Bug,Ghost
Shadow Sneak,62.111,Dusclops,54.65768,Physical,Ghost,Ghost
Shadow Sneak,36.811,Sableye,17.30117,Physical,Ghost,Dark
Shadow Sneak,92.864,Mimikyu,105.86496,Physical,Ghost,Fairy
Shadow Sneak,95.597,Giratina Origin Forme,15.29552,Physical,Ghost,Dragon
Shadow Sneak,67.253,Aegislash Shield Forme,6.7253,Physical,Steel,Ghost
Shadow Sneak,23.608,Giratina Altered Forme,2.12472,Physical,Ghost,Dragon
Shadow Sneak,8.972,Gallade,0,Physical,Psychic,Fighting
Shadow Sneak,31.459,Gourgeist Small Size,0,Physical,Grass,Ghost
Shadow Sneak,19.472,Gourgeist Super Size,0,Physical,Grass,Ghost
Shadow Sneak,16.285,Dusknoir,0,Physical,Ghost,Ghost
Shadow Sneak,27.431,Decidueye,0,Physical,Grass,Ghost
Shadow Sneak,99.986,Gourgeist Large Size,0,Physical,Grass,Ghost
Poltergeist,91.871,Shedinja,38.58582,Physical,Bug,Ghost
Poltergeist,41.903,Alolan Marowak,6.70448,Physical,Fire,Ghost
Poltergeist,82.311,Giratina Origin Forme,13.16976,Physical,Ghost,Dragon
Poltergeist,94.698,Trevenant,1.89396,Physical,Grass,Ghost
Poltergeist,83.651,Dhelmise,0,Physical,Grass,Ghost
